id,v_title,ply_lst_title,tags,categ_id,v_pub_dt,vws,lks,dslks,cmnts,duration,ply_id
994X9mBLtIg,#الحكاية من #موسم_الرياض .. عمرو أديب: أفكار متنوعة وفعاليات عالمية,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T22:39:00.000Z,521,6,2,8,PT1M37S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
pe71SswSZVw,#الحكاية من #موسم_الرياض .. لقاء خاص مع الفنان راغب علامة على هامش حفله بموسم الرياض,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T22:33:31.000Z,894,13,2,4,PT11M36S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
p6oSTBz4vNs,"#الحكاية من #موسم_الرياض .. عمرو مصطفى و""ميدلي"" لـ 20 سنة تلحين",MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T22:01:54.000Z,2013,34,5,4,PT3M26S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
n94CJ3OxuME,#الحكاية | عمرو مصطفى: شكراً معالي المستشار تركي آل الشيخ .. أنا شفت العالم في الرياض,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T21:57:08.000Z,1108,12,13,7,PT53S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
8wSJgTcoZgQ,بحضور أكثر من 35 ألف متفرج.. الجمهور يشارك عمرو مصطفى الغناء احتفالات بـ 20 سنة تلحين,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T21:52:33.000Z,1689,27,4,8,PT8M24S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
D-J4jSc_Nq4,"#الحكاية من #موسم_الرياض .. عمرو مصطفى يغني ""لمستك"" والجمهور يشاركه الغناء",MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T21:48:05.000Z,1000,28,1,4,PT2M32S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
95FQHkHK9oQ,"#الحكاية من #موسم_الرياض .. عمرو مصطفى يشعل المسرح ولأول مرة يغني ""هتوحشنا"" لايف",MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T21:32:52.000Z,2675,40,3,5,PT4M54S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Pzd3iF_4IqM,#الحكاية | عمرو مصطفى لجمهوره في #موسم_الرياض : احتفل معكم اليوم بـ20 سنة تلحين,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T21:32:07.000Z,273,3,2,0,PT25S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
IQvTUNea-CE,#الحكاية من #موسم_الرياض .. حفل الفنان عمرو مصطفى بحضور أكثر من 25 ألف متفرج,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T21:30:55.000Z,1726,23,3,2,PT4M10S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Ee4XtVXwta4,#الحكاية من #موسم_الرياض .. لقاء خاص مع الفنانة شيرين على هامش حفلها بموسم الرياض,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T20:57:48.000Z,5188,84,10,12,PT11M17S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
FNjQQvEli5U,#الحكاية من #موسم_الرياض : عمرو أديب: سعيد بالمشاركات المصرية,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T20:33:54.000Z,481,2,3,2,PT3M58S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
rtJZHxyODXk,#الحكاية من #موسم_الرياض .. لقاء خاص مع الفنان عمرو مصطفى على هامش حفله بموسم الرياض,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T20:30:57.000Z,4456,54,7,8,PT7M24S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
0ndqUD_46oc,لقاء معالي المستشار تركي آل الشيخ مع النجم العالمي ميسي على هامش #سوبر_كلاسيكو,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T20:26:41.000Z,2043,55,12,11,PT4M8S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
5lWZaLlTjSw,#الحكاية | عمرو أديب: الرياض تتلألأ.. العالم كله هنا,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-15T20:20:32.000Z,958,16,12,6,PT5M27S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
1mX9Geh8tmk,ياسمين سعيد لـ عبد الحفيظ: ياريت الأبيض اللي لابساه ميكونش مضايقك.. والأخير يرد,MBCMASR,,24,2019-11-15T17:10:37.000Z,4485,49,13,7,PT1M32S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
W8pi11Yx4YA,غداً 8:30 مساء ... أولى حلقات المرحلة النهائية في The Voice 5 على MBC Masr,MBCMASR,,24,2019-11-15T12:01:09.000Z,4410,39,5,4,PT46S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
26sPBWIm3Vg,تحليل لأداء وتحركات المنتخب المصري الأول خلال مباراة كينيا,MBCMASR,,24,2019-11-15T01:04:44.000Z,2447,14,4,2,PT8M28S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
jRJ9GDXqXDQ,عزاء لاعب الزمالك الراحل علاء علي,MBCMASR,,24,2019-11-15T01:03:01.000Z,34807,295,18,14,PT4M11S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
yV4VUGDTW8A,مصطفي محمد: تشبيهي بعمرو زكي شرف لي وحلمي الاحتراف,MBCMASR,,24,2019-11-15T00:58:39.000Z,11446,250,7,9,PT1M54S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
KejBFOsIM6Y,شوقي غريب: أقدم جيل لمصر لمونديالي 2022 و 2026,MBCMASR,,24,2019-11-15T00:50:36.000Z,4649,68,2,9,PT1M31S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
xPPd90pTuiU,جمال عبد الحميد: اعتبر مصطفي محمد خليفتي في الملاعب,MBCMASR,,24,2019-11-15T00:48:08.000Z,1026,14,4,6,PT54S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
HbiA4WIQqt0,جمال عبد الحميد: حسام البدري خاض مباراة المنتخب أمام كينيا بطريقة برشلونة,MBCMASR,,24,2019-11-15T00:47:56.000Z,994,10,1,2,PT2M21S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
I4nrE_sScNU,جمال عبد الحميد: شوقي غريب يحتاج طبيب نفسي للاعبي المنتخب الأوليمبي,MBCMASR,,24,2019-11-15T00:46:48.000Z,585,8,0,1,PT2M29S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
MTDb1St1nec,جمال عبد الحميد: استنكر تصريحات حسام البدري بأن ضعف الأداء أمام كينيا بسبب توقف الدوري,MBCMASR,,24,2019-11-15T00:39:11.000Z,630,2,3,2,PT2M45S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Ze0KTXmeUpA,جمال عبد الحميد: حسام البدري لم يستفيد من المباريات الودية لاختيار التشكيل المناسب أمام كينيا,MBCMASR,,24,2019-11-15T00:36:41.000Z,474,3,1,1,PT2M10S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
4TFB8nff6JU,جمال عبد الحميد: محمد صلاح سبب غياب الجمهور عن مباراة كينيا,MBCMASR,,24,2019-11-15T00:27:54.000Z,890,14,3,5,PT2M36S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
OP1ESQxdfO0,تصريحات لاعبي المنتخب الأولمبي بعد الفوز على الكاميرون وتصدر المجموعة,MBCMASR,,24,2019-11-15T00:19:39.000Z,673,15,0,1,PT2M7S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
81B1Tg5nHkk,المؤتمر الصحفي للمدير الفني لمنتخب مصر حسام البدري بعد مباراة كينيا,MBCMASR,,24,2019-11-15T00:16:23.000Z,2402,20,24,6,PT3M14S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
mWoupKfYYLk,بسبب الأزمة المادية.. الزمالك لن يسافر في رحلات طيران خاصة,MBCMASR,,24,2019-11-15T00:11:09.000Z,366,7,0,2,PT47S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
xSviSqwkQTY,خاص (اللعيب).. فايلر يحسم مصير نجم المنتخب الأوليمبي,MBCMASR,,24,2019-11-15T00:08:09.000Z,563,8,2,4,PT36S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
B5b_Um8VKsQ,خاص (اللعيب).. الزمالك يدرس تمديد عقد مصطفي محمد وزيادة راتبه,MBCMASR,,24,2019-11-15T00:08:07.000Z,511,13,1,1,PT45S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
t_EFjpyVwFI,اللعيب يكشف.. كهربا يبتعد عن الأهلي ويقترب من بيراميدز,MBCMASR,,24,2019-11-15T00:03:37.000Z,1253,20,1,3,PT1M16S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
dUVuaeXV86I,رد فعل الجمهور المصري بعد تعادل المنتخب الأول مع كينيا,MBCMASR,,24,2019-11-15T00:02:19.000Z,13058,256,32,33,PT2M54S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
tH9F-6zY9Us,لقطة اليوم.. المنتخب الأولمبي يرسم البسمة علي وجوه الجميع,MBCMASR,,24,2019-11-14T23:59:03.000Z,2070,80,4,22,PT4M23S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
SBXK-WOIMeE,تفاصيل رحلة المنتخب الأول لجزر القمر,MBCMASR,,24,2019-11-14T23:53:04.000Z,1542,34,0,5,PT44S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Mb72PVunSzE,#حديث_المساء |  ماذا قال فؤاد زبادي عن سعد المجرد,MBCMASR,,24,2019-11-14T15:57:44.000Z,2631,26,4,5,PT2M38S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
XPoOvBZac7M,أشرف صبحي : المحترفون واجهة لنا بالخارج ويجب ظهور روح الإنسجام مع المنتخب الوطني,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",1,2019-11-13T22:36:48.000Z,2347,32,2,3,PT2M7S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
YnW3M7bGswo,كهربا الأقرب لقيادة هجوم منتخب مصر,MBCMASR,,1,2019-11-13T21:49:02.000Z,7232,129,17,12,PT3M28S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
WBigaYWCGtc,شريف عامر يهنئ د. مصطفى الفقي بعيد ميلاده على الهواء مباشرة,MBCMASR,,1,2019-11-13T21:24:07.000Z,669,3,3,1,PT1M11S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
RCOUCwlh5jU,(الناس في التاكسي) مع شريف عامر.. مغامرة جديدة من (يحدث في مصر) بشوارع القاهرة,MBCMASR,,1,2019-11-13T21:12:56.000Z,3363,77,14,10,PT19M31S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
BgbixULkdeM,توقيع بروتوكول تعاون بين (التعليم) و(السياحة) يهدف إلى ترسيخ الوعي السياحي لدى طلاب المدارس,MBCMASR,,1,2019-11-13T20:53:18.000Z,2298,29,10,5,PT1M26S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
rTT9gcyTbnE,ولي عهد أبوظبي يحتفي بزيارة الرئيس السيسي على (تويتر): أرحب بضيف البلاد الكبير,MBCMASR,,1,2019-11-13T20:48:08.000Z,2295,50,3,6,PT1M33S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
RBHu6-eJ2Ow,ناصر يكتشف حقيقة صادمة تُغير مسار الأحداث داخل (عائلة الحاج نعمان),MBCMASR,,1,2019-11-13T19:44:15.000Z,5320,53,0,1,PT46S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
DnAomU0m_jA,حماس المدربين يُشعل العرض النهائي الأول  ل The Voice السبت 8:30 مساء على MBC Masr,MBCMASR,,24,2019-11-13T18:01:13.000Z,3076,31,4,8,PT46S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Y1pT2Edy69k,أحمد صيام: محمد هنيدي فتح باب رزق لفنانين كتير,MBCMASR,,1,2019-11-13T16:30:53.000Z,2772,17,1,6,PT3M35S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
s2IubnnozXM,أحمد صيام: الناس خوفتني من عادل إمام.. والحقيقة هو إنسان عظيم,MBCMASR,,1,2019-11-13T16:30:21.000Z,2948,32,3,6,PT4M8S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
uonmfFg_0k4,أحمد صيام يكشف عن أصحاب الفضل في حياته الفنية,MBCMASR,,1,2019-11-13T15:59:01.000Z,1414,9,0,1,PT7M3S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
HOkajEeXl6I,أحمد صيام: الفنان الكبير محمود مرسي (علمني إزاي أمثل),MBCMASR,,1,2019-11-13T15:54:22.000Z,989,11,0,3,PT3M57S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
qhQSGnzkbyI,النجوم وليد توفيق وشيرين عبد الوهاب وراغب علامة في  حفلات #موسم_الرياض غداً 8:30 مساء على MBC Masr,MBCMASR,,24,2019-11-13T11:00:41.000Z,2574,28,4,5,PT38S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
kyqbujfLStE,ابتداء من الأثنين #ممالك_النار على شاشة MBC Masr في الساعة السابعة مساء,MBCMASR,,24,2019-11-13T09:29:57.000Z,2669,27,9,9,PT2M,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
ZJznYIfgAD8,نجوم الكرة ورسائل حزينة في عزاء اللاعب علاء علي,MBCMASR,,1,2019-11-13T00:24:39.000Z,15955,156,5,7,PT3M43S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
VFirqRrMRPI,زوجة علاء علي باكية : تكتم على خبر مرضه لكنه في النهاية أخبر أصدقائه,MBCMASR,,1,2019-11-13T00:17:31.000Z,148504,765,33,108,PT2M49S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
G3rKl4hOHaU,اللعيب يكشف مصير محمد صلاح وحمدي فتحي من تدريب منتخب مصر,MBCMASR,,1,2019-11-13T00:03:41.000Z,1895,12,2,4,PT2M11S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
ucX-k0NhTq4,ريانة العود.. كلمات البدر وطرب محمد عبده,MBCMASR,,10,2019-11-12T23:46:05.000Z,1679,16,1,2,PT8M39S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
WBLOwk8LBfk,"أمسية تاريخية يغني فيها فنان العرب ""صوتك يناديني""",MBCMASR,,10,2019-11-12T23:38:48.000Z,1077,21,2,4,PT16M49S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
nX3MdcPuKso,حدثينا يا روابي نجد عن أبو تركي العظيم,MBCMASR,,10,2019-11-12T23:17:29.000Z,675,4,0,2,PT8M51S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
lNc6ox6kGr0,"فنان العرب يغني ""جمرة غضى"" في #ليلة_بدر_بن_عبدالمحسن",MBCMASR,,10,2019-11-12T22:50:31.000Z,976,5,2,1,PT4M18S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
T6rHD6MD5q0,"أصيل أبو بكر يغني ""قالوا سألتي"" في #ليلة_بدر_بن_عبدالمحسن",MBCMASR,,10,2019-11-12T22:42:36.000Z,585,5,0,2,PT6M52S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
BIQoo6L5KLg,البدر: كنت أتمنى لو شرفنا الليلة كاظم الساهر وأصالة وحسين الجسمي وخالد الشيخ وأحلام,MBCMASR,,10,2019-11-12T22:35:54.000Z,4265,11,2,0,PT1M36S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
EUYh2uOviLc,هكذا كان تعارف البدر والموسيقار الدكتور عبدالرب إدريس,MBCMASR,,10,2019-11-12T22:33:32.000Z,760,4,0,0,PT4M6S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
_UndHXBJ0hc,قصة البدر وعبدالحليم حافظ والأغنية المسروقة,MBCMASR,,10,2019-11-12T22:27:56.000Z,531,1,3,1,PT1M34S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
e4MrFpPIEcY,الأمير بدر بن عبدالمحسن: كان هناك صعوبة على الملحنين في مصر ولبنان حينما يتعاملون مع نصي..,MBCMASR,,10,2019-11-12T22:27:05.000Z,2081,13,3,5,PT6M49S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
ejfngsK6R_k,لقاءات حصرية 🛑 ..طلال سلامة يتحدث عن أجمل الأعمال الفنية التي جمعته مع الأمير بدر بن عبد المحسن,MBCMASR,,10,2019-11-12T22:16:11.000Z,2689,29,3,6,PT2M55S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
jjBPr8IWG_8,حصريا  🛑 ..ماذا قال عبد الرب إدريس عن الأمير بدر بن عبد المحسن؟,MBCMASR,,10,2019-11-12T22:11:00.000Z,371,5,0,1,PT1M54S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
ErsanUh4vak,حصريا  🛑 ..راشد الفارس: تعاوني مع الأمير بدر بن عبد المحسن كان نقطة فارقة في مسيرتي,MBCMASR,,10,2019-11-12T22:06:11.000Z,198,1,0,1,PT2M22S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
nT3Afx-5yIY,"نوال تغني ""سرى ليلي"" في #ليلة_بدر_بن_عبدالمحسن",MBCMASR,,10,2019-11-12T22:02:12.000Z,953,5,0,1,PT6M25S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
8jHYv3BVtGk,حصريا 🛑 ..  عبادي الجوهر: غنّيت أكثر من 22 قصيدة للأمير بدر بن عبد المحسن,MBCMASR,عبادي,10,2019-11-12T21:56:07.000Z,318,0,0,1,PT41S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
gZ0yo5bsiXc,"راشد الفارس يطرب بأغنية ""على الوسادة"" ويتألق في #ليلة_بدر_بن_عبدالمحسن",MBCMASR,,10,2019-11-12T21:52:44.000Z,300,4,0,0,PT5M53S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Q2s8AyDtCs0,5 سنوات لم يكتب فيها البدر شعراً.. ماذا قال عنها؟,MBCMASR,,10,2019-11-12T21:47:38.000Z,209,2,0,0,PT3M50S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
8LCcIepjl-M,"طلال سلامة يوصل الصدى ويغني ""وترحل"" لطلال مداح",MBCMASR,,10,2019-11-12T21:36:19.000Z,3607,46,2,12,PT7M1S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
IiWU0CeQQyg,طلال مداح يحضر في #ليلة_بدر_بن_عبدالمحسن,MBCMASR,,10,2019-11-12T21:21:45.000Z,1456,16,7,6,PT3M28S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
ABW99vnIhTo,لا انتي وردة .. ولا قلبي مزهرية من خزف,MBCMASR,,10,2019-11-12T21:16:41.000Z,2145,42,1,2,PT12M25S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
4rpahWErv6M,لليل أحبك.. عبادي يطرب جمهور #ليلة_بدر_بن_عبدالمحسن,MBCMASR,,10,2019-11-12T21:09:31.000Z,1464,24,2,3,PT8M59S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
BRInnyaYDwc,"أخطبوط العود عبادي الجوهر يغني ""كفاك غرور"" في #ليلة_بدر_بن_عبدالمحسن",MBCMASR,,10,2019-11-12T20:52:43.000Z,2199,15,1,8,PT9M21S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
71KJKpoZS-I,البدر وفنان العرب مولودين في نفس العام..ثنائي صنع مسيرة من أنجح الثنائيات في تاريخ الغناء العربي,MBCMASR,,10,2019-11-12T20:39:04.000Z,467,4,1,3,PT3M40S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
jQyexDS45SM,"""وين أحب الليلة وين.. وين أحب.. وين أهيم؟"".. كلمات البدر وغناء فنان العرب",MBCMASR,"الليلة,أحب,البدر,وغناء,العرب",24,2019-11-12T20:25:49.000Z,1361,15,1,5,PT1M55S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
B7Oib93gzeg,"""السهر"".. أغنية جديدة للبدر يلقيها مباشرة في #ليلة_بدر_بن_عبدالمحسن",MBCMASR,"أغنية,للبدر,عبدالمحسن",24,2019-11-12T20:20:44.000Z,823,7,2,2,PT1M39S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
RpLkzLidHKM,هل كان البدر يكتب قصصاً عاشها أو قصصاً سمعها؟,MBCMASR,,10,2019-11-12T20:14:05.000Z,255,2,1,1,PT2M35S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
TvrZ5x_UTOg,"""مجنونها"".. الأغنية التي يحبها البدر وطلبها من محمد عبده",MBCMASR,,10,2019-11-12T20:13:09.000Z,7076,31,4,4,PT5M8S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
FVYKz8IWp3Y,عطشت لشوفتك..,MBCMASR,,10,2019-11-12T20:08:06.000Z,279,7,0,2,PT4M58S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
YsRFJ-DUq7o,تفاصيل اللقاء الأول الذي جمع البدر ومحمد عبده,MBCMASR,,10,2019-11-12T20:02:05.000Z,1320,12,4,1,PT9M14S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
TrSxu8ZEnUU,ما قلت له يا حلوتي.. كلمات البدر وعود محمد عبده,MBCMASR,,10,2019-11-12T19:53:22.000Z,3833,18,2,3,PT4M19S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
9_qcqO5zTL0,"فنان العرب يعزف على العود ""يا مركب الهند"".. أول تعاون فني مع البدر",MBCMASR,,10,2019-11-12T19:47:41.000Z,780,6,2,4,PT5M56S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
JYZq_t-ekxg,لا تلوح للمسافر المسافر راح..السندباد راشد الماجد يبدع في ليلة بدر بن عبدالمحسن,MBCMASR,,10,2019-11-12T19:44:33.000Z,2096,15,0,5,PT7M47S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
WWCJdm-T7d0,عبدالمجيد عبدالله: للبدر أسلوبه في صناعة الأغنية,MBCMASR,,10,2019-11-12T19:43:32.000Z,302,6,0,0,PT3M8S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
DidmiSYzeJs,"أغنية ""في دربكم"" من كلمات البدر وغناء راشد الماجد",MBCMASR,,10,2019-11-12T19:35:59.000Z,472,1,0,0,PT6M5S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
jWjO4Y-VAG0,يا بدر ما تسوى القصيدة تعبها..  القصيدة التي تلت تقليد البدر وشاح الملك عبدالعزيز,MBCMASR,,10,2019-11-12T19:33:21.000Z,503,7,0,1,PT3M57S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
ISMSfAmz7bY,ذكريات البدر مع طلال مداح وأول أغنية غنيت له,MBCMASR,,10,2019-11-12T19:30:25.000Z,4148,15,3,3,PT6M32S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
41RyXgsqdTk,"""فوق هام السحب"" بقيت عامين في درج البدر.. قصتها يرويها الأمير بدر بن عبدالمحسن",MBCMASR,,10,2019-11-12T19:24:15.000Z,1546,6,0,3,PT3M,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
JIdmukZEsNk,محطات من مسيرة البدر يتوقف عندها بتال القوس,MBCMASR,,10,2019-11-12T19:20:17.000Z,1148,8,0,3,PT6M,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
9YNJkCUQIOA,الله البادي.. ثم مجد بلادي غناء أصيل أبو بكر وراشد الماجد وراشد الفارس,MBCMASR,,10,2019-11-12T19:13:06.000Z,411,3,0,1,PT6M7S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
xFBt-8IV96k,أنا اللي لو صفا ودك بطير من الفرح والتيه,MBCMASR,,10,2019-11-12T19:10:17.000Z,217,2,2,0,PT4M1S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Xz4CGcdLzi0,معالي المستشار تركي آل الشيخ يكرم الأمير بدر بن عبدالمحسن,MBCMASR,,10,2019-11-12T19:05:29.000Z,8000,53,28,16,PT2M30S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
p8ecEj9JlAY,#حديث_المساء | مكرم محمد أحمد : المحللون والمراقبون يتهمون ترامب بخيانة الأكراد وبيعهم لأردوغان,MBCMASR,,24,2019-11-12T16:43:25.000Z,753,7,0,1,PT6M10S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
BxRc25sv914,#عائلة_الحاج_نعمان | كمال يصفع زوجته توحة بسبب أمه,MBCMASR,"MBC,MBC1,MBC Group,MBCDRAMA,DRAMA,Series,MBC.net,MBC MASR,MASR,GROUP,MBC Masr 2,Shahid.net",24,2019-11-12T10:01:08.000Z,4818,72,4,4,PT57S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
